archivo,año,categoria,num_columnas,columnas
articles-411250_recurso.xlsx,2021,graduados,41,CÓDIGO DE LA INSTITUCIÓN | IES_PADRE | INSTITUCIÓN DE EDUCACIÓN SUPERIOR (IES) | PRINCIPAL O SECCIONAL | ID SECTOR IES | SECTOR IES | IES ACREDITADA | ID CARACTER | CARACTER IES | CÓDIGO DEL DEPARTAMENTO (IES) | DEPARTAMENTO DE DOMICILIO DE LA IES | CÓDIGO DEL MUNICIPIO (IES) | MUNICIPIO DE DOMICILIO DE LA IES | CÓDIGO SNIES DEL PROGRAMA | PROGRAMA ACADÉMICO | PROGRAMA ACREDITADO | ID NIVEL ACADÉMICO | NIVEL ACADÉMICO | ID NIVEL DE FORMACIÓN | NIVEL DE FORMACIÓN
articles-411251_recurso.xlsx,2021,inscritos,39,CÓDIGO DE LA INSTITUCIÓN | IES_PADRE | INSTITUCIÓN DE EDUCACIÓN SUPERIOR (IES) | PRINCIPAL O SECCIONAL | ID SECTOR | IES	SECTOR IES | ID CARACTER | CARACTER IES | CÓDIGO DEL DEPARTAMENTO (IES) | DEPARTAMENTO DE DOMICILIO DE LA IES | CÓDIGO DEL MUNICIPIO (IES) | MUNICIPIO DE DOMICILIO DE LA IES | CÓDIGO SNIES DEL PROGRAMA | PROGRAMA ACADÉMICO | ID NIVEL ACADÉMICO | NIVEL ACADÉMICO | ID NIVEL DE FORMACIÓN | NIVEL DE FORMACIÓN | ID METODOLOGÍA | METODOLOGÍA
articles-411252_recurso.xlsx,2021,matriculados,41,CÓDIGO DE LA INSTITUCIÓN | IES_PADRE | INSTITUCIÓN DE EDUCACIÓN SUPERIOR (IES) | PRINCIPAL O SECCIONAL | ID SECTOR IES | SECTOR IES | IES ACREDITADA | ID CARACTER | CARACTER IES | CÓDIGO DEL DEPARTAMENTO (IES) | DEPARTAMENTO DE DOMICILIO DE LA IES | CÓDIGO DEL MUNICIPIO (IES) | MUNICIPIO DE DOMICILIO DE LA IES | CÓDIGO SNIES DEL PROGRAMA | PROGRAMA ACADÉMICO | PROGRAMA ACREDITADO | ID NIVEL ACADÉMICO | NIVEL ACADÉMICO | ID NIVEL DE FORMACIÓN | NIVEL DE FORMACIÓN
articles-411254_recurso.xlsx,2021,primer_curso,41,CÓDIGO DE LA INSTITUCIÓN | IES_PADRE | INSTITUCIÓN DE EDUCACIÓN SUPERIOR (IES) | PRINCIPAL O SECCIONAL | ID SECTOR IES | SECTOR IES | IES ACREDITADA | ID CARACTER | CARACTER IES | CÓDIGO DEL DEPARTAMENTO (IES) | DEPARTAMENTO DE DOMICILIO DE LA IES | CÓDIGO DEL MUNICIPIO (IES) | MUNICIPIO DE DOMICILIO DE LA IES | CÓDIGO SNIES DEL PROGRAMA | PROGRAMA ACADÉMICO | PROGRAMA ACREDITADO | ID NIVEL ACADÉMICO | NIVEL ACADÉMICO | ID NIVEL DE FORMACIÓN | NIVEL DE FORMACIÓN
articles-416244_recurso.xlsx,2022,matriculados,41,CÓDIGO DE LA INSTITUCIÓN | IES_PADRE | INSTITUCIÓN DE EDUCACIÓN SUPERIOR (IES) | PRINCIPAL O SECCIONAL | ID SECTOR IES | SECTOR IES | IES ACREDITADA | ID CARACTER | CARACTER IES | CÓDIGO DEL DEPARTAMENTO (IES) | DEPARTAMENTO DE DOMICILIO DE LA IES | CÓDIGO DEL MUNICIPIO (IES) | MUNICIPIO DE DOMICILIO DE LA IES | CÓDIGO SNIES DEL PROGRAMA | PROGRAMA ACADÉMICO | PROGRAMA ACREDITADO | ID NIVEL ACADÉMICO | NIVEL ACADÉMICO | ID NIVEL DE FORMACIÓN | NIVEL DE FORMACIÓN
articles-416245_recurso.xlsx,2022,primer_curso,41,CÓDIGO DE LA INSTITUCIÓN | IES_PADRE | INSTITUCIÓN DE EDUCACIÓN SUPERIOR (IES) | PRINCIPAL O SECCIONAL | ID SECTOR IES | SECTOR IES | IES ACREDITADA | ID CARACTER | CARACTER IES | CÓDIGO DEL DEPARTAMENTO (IES) | DEPARTAMENTO DE DOMICILIO DE LA IES | CÓDIGO DEL MUNICIPIO (IES) | MUNICIPIO DE DOMICILIO DE LA IES | CÓDIGO SNIES DEL PROGRAMA | PROGRAMA ACADÉMICO | PROGRAMA ACREDITADO | ID NIVEL ACADÉMICO | NIVEL ACADÉMICO | ID NIVEL DE FORMACIÓN | NIVEL DE FORMACIÓN
articles-416246_recurso.xlsx,2022,inscritos,39,CÓDIGO DE LA INSTITUCIÓN | IES_PADRE | INSTITUCIÓN DE EDUCACIÓN SUPERIOR (IES) | PRINCIPAL O SECCIONAL | ID SECTOR IES | SECTOR IES | ID CARACTER | CARACTER IES | CÓDIGO DEL DEPARTAMENTO (IES) | DEPARTAMENTO DE DOMICILIO DE LA IES | CÓDIGO DEL MUNICIPIO IES | MUNICIPIO DE DOMICILIO DE LA IES | CÓDIGO SNIES DEL PROGRAMA | PROGRAMA ACADÉMICO | ID NIVEL ACADÉMICO | NIVEL ACADÉMICO | ID NIVEL DE FORMACIÓN | NIVEL DE FORMACIÓN | ID METODOLOGÍA | METODOLOGÍA
articles-416247_recurso.xlsx,2022,graduados,41,CÓDIGO DE LA INSTITUCIÓN | IES_PADRE | INSTITUCIÓN DE EDUCACIÓN SUPERIOR (IES) | PRINCIPAL O SECCIONAL | ID SECTOR IES | SECTOR IES | IES ACREDITADA | ID CARACTER | CARACTER IES | CÓDIGO DEL DEPARTAMENTO (IES) | DEPARTAMENTO DE DOMICILIO DE LA IES | CÓDIGO DEL MUNICIPIO (IES) | MUNICIPIO DE DOMICILIO DE LA IES | CÓDIGO SNIES DEL PROGRAMA | PROGRAMA ACADÉMICO | PROGRAMA ACREDITADO | ID NIVEL ACADÉMICO | NIVEL ACADÉMICO | ID NIVEL DE FORMACIÓN | NIVEL DE FORMACIÓN
articles-416248_recurso.xlsx,2022,admitidos,39,CÓDIGO DE LA INSTITUCIÓN | IES_PADRE | INSTITUCIÓN DE EDUCACIÓN SUPERIOR (IES) | PRINCIPAL O SECCIONAL | ID SECTOR IES | SECTOR IES | ID CARACTER | CARACTER IES | CÓDIGO DEL DEPARTAMENTO (IES) | DEPARTAMENTO DE DOMICILIO DE LA IES | CÓDIGO DEL MUNICIPIO IES | MUNICIPIO DE DOMICILIO DE LA IES | CÓDIGO SNIES DEL PROGRAMA | PROGRAMA ACADÉMICO | ID NIVEL ACADÉMICO | NIVEL ACADÉMICO | ID NIVEL DE FORMACIÓN | NIVEL DE FORMACIÓN | ID METODOLOGÍA | METODOLOGÍA
articles-416249_recurso.xlsx,2022,docentes,24,Código de  la Institución | IES PADRE | Institución de Educación Superior (IES) | Principal  o Seccional | ID Sector IES | Sector IES | ID Caracter | Caracter IES | Código del  departamento (IES) | Departamento de  domicilio de la IES | Código del  Municipio (IES) | Municipio de domicilio de la IES | ID Sexo | Sexo del Docente | ID Máximo nivel de formación del docente | Máximo nivel  de formación del docente | NIVEL CINE | ID Tiempo de dedicación | Tiempo de dedicación del Docente | ID Tipo de contrato
articles-416250_recurso.xlsx,2022,administrativos,19,CÓDIGO DE LA INSTITUCIÓN | IES PADRE | INSTITUCIÓN DE EDUCACIÓN SUPERIOR (IES) | PRINCIPAL O SECCIONAL | ID SECTOR IES | SECTOR IES | ID CARÁCTER IES | CARÁCTER IES | CÓDIGO DEL DEPARTAMENTO (IES) | DEPARTAMENTO DE DOMICILIO DE LA IES | CÓDIGO DEL MUNICIPIO (IES) | MUNICIPIO DE DOMICILIO DE LA IES | AÑO | SEMESTRE | AUXILIAR | TÉCNICO | PROFESIONAL | DIRECTIVO | TOTAL
articles-421535_recurso.xlsx,2023,graduados,41,CÓDIGO DE LA INSTITUCIÓN | IES PADRE | INSTITUCIÓN DE EDUCACIÓN SUPERIOR (IES) | TIPO IES | ID SECTOR IES | SECTOR IES | ID CARÁCTER IES | CARÁCTER IES | CÓDIGO DEL DEPARTAMENTO (IES) | DEPARTAMENTO DE DOMICILIO DE LA IES | CÓDIGO DEL MUNICIPIO IES | MUNICIPIO DE DOMICILIO DE LA IES | IES ACREDITADA | CÓDIGO SNIES DEL PROGRAMA | PROGRAMA ACADÉMICO | PROGRAMA ACREDITADO | ID NIVEL ACADÉMICO | NIVEL ACADÉMICO | ID NIVEL DE FORMACIÓN | NIVEL DE FORMACIÓN
articles-421537_recurso.xlsx,2023,administrativos,20,CÓODIGO DE LA INSTITUCIÓN | IES PADRE | INSTITUCIÓN DE EDUCACIÓN SUPERIOR (IES) | TIPO IES | ID SECTOR IES | SECTOR IES | ID CARÁCTER IES | CARÁCTER IES | CÓDIGO DEL DEPARTAMENTO (IES) | DEPARTAMENTO DE DOMICILIO DE LA IES | CÓDIGO DEL MUNICIPIO (IES) | MUNICIPIO DE DOMICILIO DE LA IES | IES ACREDITADA | AÑO | SEMESTRE | AUXILIAR | TÉCNICO | PROFESIONAL | DIRECTIVO | TOTAL
articles-421538_recurso.xlsx,2023,inscritos,41,CÓDIGO DE LA INSTITUCIÓN | IES PADRE | INSTITUCIÓN DE EDUCACIÓN SUPERIOR (IES) | TIPO IES | ID SECTOR IES | SECTOR IES | ID CARÁCTER IES | CARÁCTER IES | CÓDIGO DEL DEPARTAMENTO (IES) | DEPARTAMENTO DE DOMICILIO DE LA IES | CÓDIGO DEL MUNICIPIO IES | MUNICIPIO DE DOMICILIO DE LA IES | IES ACREDITADA | CÓDIGO SNIES DEL PROGRAMA | PROGRAMA ACADÉMICO | PROGRAMA ACREDITADO | ID NIVEL ACADÉMICO | NIVEL ACADÉMICO | ID NIVEL DE FORMACIÓN | NIVEL DE FORMACIÓN
articles-421539_recurso.xlsx,2023,matriculados,41,CÓDIGO DE LA INSTITUCIÓN | IES PADRE | INSTITUCIÓN DE EDUCACIÓN SUPERIOR (IES) | TIPO IES | ID SECTOR IES | SECTOR IES | ID CARÁCTER IES | CARÁCTER IES | CÓDIGO DEL DEPARTAMENTO (IES) | DEPARTAMENTO DE DOMICILIO DE LA IES | CÓDIGO DEL MUNICIPIO IES | MUNICIPIO DE DOMICILIO DE LA IES | IES ACREDITADA | CÓDIGO SNIES DEL PROGRAMA | PROGRAMA ACADÉMICO | PROGRAMA ACREDITADO | ID NIVEL ACADÉMICO | NIVEL ACADÉMICO | ID NIVEL DE FORMACIÓN | NIVEL DE FORMACIÓN
articles-421540_recurso.xlsx,2023,admitidos,41,CÓDIGO DE LA INSTITUCIÓN | IES PADRE | INSTITUCIÓN DE EDUCACIÓN SUPERIOR (IES) | TIPO IES | ID SECTOR IES | SECTOR IES | ID CARÁCTER IES | CARÁCTER IES | CÓDIGO DEL DEPARTAMENTO (IES) | DEPARTAMENTO DE DOMICILIO DE LA IES | CÓDIGO DEL MUNICIPIO IES | MUNICIPIO DE DOMICILIO DE LA IES | IES ACREDITADA | CÓDIGO SNIES DEL PROGRAMA | PROGRAMA ACADÉMICO | PROGRAMA ACREDITADO | ID NIVEL ACADÉMICO | NIVEL ACADÉMICO | ID NIVEL DE FORMACIÓN | NIVEL DE FORMACIÓN
articles-421541_recurso.xlsx,2023,primer_curso,41,CÓDIGO DE LA INSTITUCIÓN | IES PADRE | INSTITUCIÓN DE EDUCACIÓN SUPERIOR (IES) | TIPO IES | ID SECTOR IES | SECTOR IES | ID CARÁCTER IES | CARÁCTER IES | CÓDIGO DEL DEPARTAMENTO (IES) | DEPARTAMENTO DE DOMICILIO DE LA IES | CÓDIGO DEL MUNICIPIO IES | MUNICIPIO DE DOMICILIO DE LA IES | IES ACREDITADA | CÓDIGO SNIES DEL PROGRAMA | PROGRAMA ACADÉMICO | PROGRAMA ACREDITADO | ID NIVEL ACADÉMICO | NIVEL ACADÉMICO | ID NIVEL DE FORMACIÓN | NIVEL DE FORMACIÓN
articles-421822_recurso.xlsx,2023,docentes,24,CÓDIGO DE LA INSTITUCIÓN | IES PADRE | INSTITUCIÓN DE EDUCACIÓN SUPERIOR (IES) | TIPO IES | ID SECTOR IES | SECTOR IES | ID CARÁCTER IES | CARÁCTER IES | CÓDIGO DEL DEPARTAMENTO (IES) | DEPARTAMENTO DE DOMICILIO DE LA IES | CÓDIGO DEL MUNICIPIO IES | MUNICIPIO DE DOMICILIO DE LA IES | IES ACREDITADA | ID SEXO | SEXO DEL DOCENTE | ID MÁXIMO NIVEL DE FORMACIÓN DEL DOCENTE | MÁXIMO NIVEL DE FORMACIÓN DEL DOCENTE | ID TIEMPO DE DEDICACIÓN | TIEMPO DE DEDICACIÓN DEL DOCENTE | ID TIPO DE CONTRATO
articles-425146_recurso.xlsx,2024,graduados,41,CÓDIGO DE LA INSTITUCIÓN | IES PADRE | INSTITUCIÓN DE EDUCACIÓN SUPERIOR (IES) | TIPO IES | ID SECTOR IES | SECTOR IES | ID CARÁCTER IES | CARÁCTER IES | CÓDIGO DEL DEPARTAMENTO (IES) | DEPARTAMENTO DE DOMICILIO DE LA IES | CÓDIGO DEL MUNICIPIO IES | MUNICIPIO DE DOMICILIO DE LA IES | IES ACREDITADA | CÓDIGO SNIES DEL PROGRAMA | PROGRAMA ACADÉMICO | PROGRAMA ACREDITADO | ID NIVEL ACADÉMICO | NIVEL ACADÉMICO | ID NIVEL DE FORMACIÓN | NIVEL DE FORMACIÓN
articles-425147_recurso.xlsx,2024,administrativos,20,CÓODIGO DE LA INSTITUCIÓN | IES PADRE | INSTITUCIÓN DE EDUCACIÓN SUPERIOR (IES) | TIPO IES | ID SECTOR IES | SECTOR IES | ID CARÁCTER IES | CARÁCTER IES | CÓDIGO DEL DEPARTAMENTO (IES) | DEPARTAMENTO DE DOMICILIO DE LA IES | CÓDIGO DEL MUNICIPIO (IES) | MUNICIPIO DE DOMICILIO DE LA IES | IES ACREDITADA | AÑO | SEMESTRE | AUXILIAR | TÉCNICO | PROFESIONAL | DIRECTIVO | TOTAL
articles-425148_recurso.xlsx,2024,inscritos,41,CÓDIGO DE LA INSTITUCIÓN | IES PADRE | INSTITUCIÓN DE EDUCACIÓN SUPERIOR (IES) | TIPO IES | ID SECTOR IES | SECTOR IES | ID CARÁCTER IES | CARÁCTER IES | CÓDIGO DEL DEPARTAMENTO (IES) | DEPARTAMENTO DE DOMICILIO DE LA IES | CÓDIGO DEL MUNICIPIO IES | MUNICIPIO DE DOMICILIO DE LA IES | IES ACREDITADA | CÓDIGO SNIES DEL PROGRAMA | PROGRAMA ACADÉMICO | PROGRAMA ACREDITADO | ID NIVEL ACADÉMICO | NIVEL ACADÉMICO | ID NIVEL DE FORMACIÓN | NIVEL DE FORMACIÓN
articles-425151_recurso.xlsx,2024,matriculados,41,CÓDIGO DE LA INSTITUCIÓN | IES PADRE | INSTITUCIÓN DE EDUCACIÓN SUPERIOR (IES) | TIPO IES | ID SECTOR IES | SECTOR IES | ID CARÁCTER IES | CARÁCTER IES | CÓDIGO DEL DEPARTAMENTO (IES) | DEPARTAMENTO DE DOMICILIO DE LA IES | CÓDIGO DEL MUNICIPIO IES | MUNICIPIO DE DOMICILIO DE LA IES | IES ACREDITADA | CÓDIGO SNIES DEL PROGRAMA | PROGRAMA ACADÉMICO | PROGRAMA ACREDITADO | ID NIVEL ACADÉMICO | NIVEL ACADÉMICO | ID NIVEL DE FORMACIÓN | NIVEL DE FORMACIÓN
articles-425153_recurso.xlsx,2023,admitidos,41,CÓDIGO DE LA INSTITUCIÓN | IES PADRE | INSTITUCIÓN DE EDUCACIÓN SUPERIOR (IES) | TIPO IES | ID SECTOR IES | SECTOR IES | ID CARÁCTER IES | CARÁCTER IES | CÓDIGO DEL DEPARTAMENTO (IES) | DEPARTAMENTO DE DOMICILIO DE LA IES | CÓDIGO DEL MUNICIPIO IES | MUNICIPIO DE DOMICILIO DE LA IES | IES ACREDITADA | CÓDIGO SNIES DEL PROGRAMA | PROGRAMA ACADÉMICO | PROGRAMA ACREDITADO | ID NIVEL ACADÉMICO | NIVEL ACADÉMICO | ID NIVEL DE FORMACIÓN | NIVEL DE FORMACIÓN
articles-425154_recurso.xlsx,2024,admitidos,41,CÓDIGO DE LA INSTITUCIÓN | IES PADRE | INSTITUCIÓN DE EDUCACIÓN SUPERIOR (IES) | TIPO IES | ID SECTOR IES | SECTOR IES | ID CARÁCTER IES | CARÁCTER IES | CÓDIGO DEL DEPARTAMENTO (IES) | DEPARTAMENTO DE DOMICILIO DE LA IES | CÓDIGO DEL MUNICIPIO IES | MUNICIPIO DE DOMICILIO DE LA IES | IES ACREDITADA | CÓDIGO SNIES DEL PROGRAMA | PROGRAMA ACADÉMICO | PROGRAMA ACREDITADO | ID NIVEL ACADÉMICO | NIVEL ACADÉMICO | ID NIVEL DE FORMACIÓN | NIVEL DE FORMACIÓN
articles-425155_recurso.xlsx,2024,primer_curso,41,CÓDIGO DE LA INSTITUCIÓN | IES PADRE | INSTITUCIÓN DE EDUCACIÓN SUPERIOR (IES) | TIPO IES | ID SECTOR IES | SECTOR IES | ID CARÁCTER IES | CARÁCTER IES | CÓDIGO DEL DEPARTAMENTO (IES) | DEPARTAMENTO DE DOMICILIO DE LA IES | CÓDIGO DEL MUNICIPIO IES | MUNICIPIO DE DOMICILIO DE LA IES | IES ACREDITADA | CÓDIGO SNIES DEL PROGRAMA | PROGRAMA ACADÉMICO | PROGRAMA ACREDITADO | ID NIVEL ACADÉMICO | NIVEL ACADÉMICO | ID NIVEL DE FORMACIÓN | NIVEL DE FORMACIÓN
articles-425156_recurso.xlsx,2024,docentes,24,CÓDIGO DE LA INSTITUCIÓN | IES PADRE | INSTITUCIÓN DE EDUCACIÓN SUPERIOR (IES) | TIPO IES | ID SECTOR IES | SECTOR IES | ID CARÁCTER IES | CARÁCTER IES | CÓDIGO DEL DEPARTAMENTO (IES) | DEPARTAMENTO DE DOMICILIO DE LA IES | CÓDIGO DEL MUNICIPIO IES | MUNICIPIO DE DOMICILIO DE LA IES | IES ACREDITADA | ID SEXO | SEXO DEL DOCENTE | ID MÁXIMO NIVEL DE FORMACIÓN DEL DOCENTE | MÁXIMO NIVEL DE FORMACIÓN DEL DOCENTE | ID TIEMPO DE DEDICACIÓN | TIEMPO DE DEDICACIÓN DEL DOCENTE | ID TIPO DE CONTRATO
articles-391562_recurso.xlsb,2000,inscritos,105,Código de  la Institución | IES PADRE | Institución de Educación Superior (IES) | Principal  o Seccional | Sector IES | Carácter IES | Código del  departamento (IES) | Departamento de  domicilio de la IES | Código del  Municipio (IES) | Municipio de domicilio de la IES | Código  SNIES del programa | Programa Académico | Nivel de Formación | Nivel Académico | Metodología  del programa | Área de Conocimiento | Núcleo Básico del Conocimiento (NBC) | Código del  Departamento (Programa) | Departamento de oferta del programa | Código del  Municipio (Programa)
articles-391568_recurso.xlsb,2007,admitidos,61,Código de  la Institución | Institución de Educación Superior (IES) | Principal  o Seccional | Sector IES | Carácter IES | Código del  departamento (IES) | Departamento de  domicilio de la IES | Código del  Municipio (IES) | Municipio de domicilio de la IES | Código  SNIES del programa | Programa Académico | Nivel de Formación | Metodología  del programa | Área de Conocimiento | Núcleo Básico del Conocimiento (NBC) | Código del  Departamento (Programa) | Departamento de oferta del programa | Código del  Municipio (Programa) | Municipio de oferta del programa | Hombre 2007-1
articles-391574_recurso.xlsb,2000,primer_curso,103,Código de  la Institución | Institución de Educación Superior (IES) | Principal  o Seccional | Sector IES | Carácter IES | Código del  departamento (IES) | Departamento de  domicilio de la IES | Código del  Municipio (IES) | Municipio de domicilio de la IES | Código  SNIES del programa | Programa Académico | Nivel de Formación | Metodología  del programa | Área de Conocimiento | Núcleo Básico del Conocimiento (NBC) | Código del  Departamento (Programa) | Departamento de oferta del programa | Código del  Municipio (Programa) | Municipio de oferta del programa | Hombre 2000-1
articles-391580_recurso.xlsb,2000,matriculados,103,Código de  la Institución | Institución de Educación Superior (IES) | Principal  o Seccional | Sector IES | Carácter IES | Código del  departamento (IES) | Departamento de  domicilio de la IES | Código del  Municipio (IES) | Municipio de domicilio de la IES | Código  SNIES del programa | Programa Académico | Nivel de Formación | Metodología  del programa | Área de Conocimiento | Núcleo Básico del Conocimiento (NBC) | Código del  Departamento (Programa) | Departamento de oferta del programa | Código del  Municipio (Programa) | Municipio de oferta del programa | Hombre 2000-1
articles-391587_recurso.xlsb,2007,docentes,29,Código de la Institución | Institución de Educación Superior (IES) | Principal  o seccional | Sector IES | Carácter IES | Código del Departamento | Departamento de Domicilio de la IES | Código del Municipio | Municipio de Domicilio de la IES | Capital o municipio | Género del Docente | Tipo de documento | Máximo nivel  de formación del docente | Tiempo de dedicación del Docente | Tipo de contrato del Docente | 2007-1 | 2007-2 | 2008-1 | 2008-2 | 2009-1
articles-391593_recurso.xlsb,2003,administrativos,119,Código de  la Institución | Institución de Educación Superior (IES) | Principal  o Seccional | Sector IES | Carácter IES | Código del  departamento (IES) | Departamento de  domicilio de la IES | Código del  Municipio (IES) | Municipio de domicilio de la IES | Auxiliar 2003-1 | Directivo 2003-1 | Profesional 2003-1 | Servicios 2003-1 | Total 2003-1 | Auxiliar 2003-2 | Directivo 2003-2 | Profesional 2003-2 | Servicios 2003-2 | Total 2003-2 | Auxiliar 2004-1
articles-397883_recurso.xlsb,2017,graduados,33,Código de  la Institución | IES PADRE | Institución de Educación Superior (IES) | Principal  o Seccional | ID Sector IES | Sector IES | ID Caracter | Caracter IES | Código del  departamento (IES) | Departamento de  domicilio de la IES | Código del  Municipio (IES) | Municipio de domicilio de la IES | Código  SNIES del programa | Programa Académico | ID Nivel Académico | Nivel Académico | ID Nivel de Formación | Nivel de Formación | ID Metodología | Metodología
