tipo,categoria,año,archivo,columna,descripcion,columna_anterior,columna_actual
posible_renombre,primer_curso,2019,articles-401909_recurso.xlsx,,Posible renombre: 'Nivel de Formación' → 'NIVEL DE FORMACIÓN',Nivel de Formación,NIVEL DE FORMACIÓN
posible_renombre,primer_curso,2019,articles-401909_recurso.xlsx,,Posible renombre: 'ID Nivel de Formación' → 'ID NIVEL DE FORMACIÓN',ID Nivel de Formación,ID NIVEL DE FORMACIÓN
posible_renombre,primer_curso,2019,articles-401909_recurso.xlsx,,Posible renombre: 'Código de la Institución' → 'CÓDIGO DE LA INSTITUCIÓN',Código de la Institución,CÓDIGO DE LA INSTITUCIÓN
posible_renombre,primer_curso,2019,articles-401909_recurso.xlsx,,Posible renombre: 'ID Metodología' → 'ID METODOLOGÍA',ID Metodología,ID METODOLOGÍA
posible_renombre,primer_curso,2019,articles-401909_recurso.xlsx,,Posible renombre: 'Programa Académico' → 'PROGRAMA ACADÉMICO',Programa Académico,PROGRAMA ACADÉMICO
posible_renombre,primer_curso,2019,articles-401909_recurso.xlsx,,Posible renombre: 'ID Nivel Académico' → 'ID NIVEL ACADÉMICO',ID Nivel Académico,ID NIVEL ACADÉMICO
posible_renombre,primer_curso,2019,articles-401909_recurso.xlsx,,Posible renombre: 'Metodología' → 'METODOLOGÍA',Metodología,METODOLOGÍA
posible_renombre,primer_curso,2019,articles-401909_recurso.xlsx,,Posible renombre: 'Núcleo Básico del Conocimiento (NBC)' → 'NÚCLEO BÁSICO DEL CONOCIMIENTO (NBC)',Núcleo Básico del Conocimiento (NBC),NÚCLEO BÁSICO DEL CONOCIMIENTO (NBC)
posible_renombre,primer_curso,2019,articles-401909_recurso.xlsx,,Posible renombre: 'ID Caracter' → 'ID CARACTER',ID Caracter,ID CARACTER
posible_renombre,primer_curso,2019,articles-401909_recurso.xlsx,,Posible renombre: 'ID Núcleo' → 'ID NÚCLEO',ID Núcleo,ID NÚCLEO
posible_renombre,primer_curso,2019,articles-401909_recurso.xlsx,,Posible renombre: 'Sector IES' → 'SECTOR IES',Sector IES,SECTOR IES
posible_renombre,primer_curso,2019,articles-401909_recurso.xlsx,,Posible renombre: 'Institución de Educación Superior (IES)' → 'INSTITUCIÓN DE EDUCACIÓN SUPERIOR (IES)',Institución de Educación Superior (IES),INSTITUCIÓN DE EDUCACIÓN SUPERIOR (IES)
posible_renombre,primer_curso,2019,articles-401909_recurso.xlsx,,Posible renombre: 'Principal o Seccional' → 'PRINCIPAL O SECCIONAL',Principal o Seccional,PRINCIPAL O SECCIONAL
columna_nueva,primer_curso,2020,articles-406672_recurso.xlsx,CÓDIGO DEL MUNICIPIO (IES),Columna 'CÓDIGO DEL MUNICIPIO (IES)' aparece en 2020 pero no en 2019,,
columna_nueva,primer_curso,2020,articles-406672_recurso.xlsx,ID ÁREA DE CONOCIMIENTO,Columna 'ID ÁREA DE CONOCIMIENTO' aparece en 2020 pero no en 2019,,
columna_eliminada,primer_curso,2020,articles-406672_recurso.xlsx,CÓDIGO DEL MUNICIPIO,Columna 'CÓDIGO DEL MUNICIPIO' existía en 2019 pero desapareció en 2020,,
columna_eliminada,primer_curso,2020,articles-406672_recurso.xlsx,ID ÁREA,Columna 'ID ÁREA' existía en 2019 pero desapareció en 2020,,
columna_nueva,primer_curso,2021,articles-411254_recurso.xlsx,IES ACREDITADA,Columna 'IES ACREDITADA' aparece en 2021 pero no en 2020,,
columna_nueva,primer_curso,2021,articles-411254_recurso.xlsx,PROGRAMA ACREDITADO,Columna 'PROGRAMA ACREDITADO' aparece en 2021 pero no en 2020,,
columna_eliminada,primer_curso,2021,articles-411254_recurso.xlsx,DESC CINE CODIGO DETALLADO,Columna 'DESC CINE CODIGO DETALLADO' existía en 2020 pero desapareció en 2021,,
columna_eliminada,primer_curso,2021,articles-411254_recurso.xlsx,ID CINE CODIGO DETALLADO,Columna 'ID CINE CODIGO DETALLADO' existía en 2020 pero desapareció en 2021,,
columna_nueva,primer_curso,2023,articles-421541_recurso.xlsx,TIPO IES,Columna 'TIPO IES' aparece en 2023 pero no en 2022,,
columna_nueva,primer_curso,2023,articles-421541_recurso.xlsx,CARÁCTER IES,Columna 'CARÁCTER IES' aparece en 2023 pero no en 2022,,
columna_nueva,primer_curso,2023,articles-421541_recurso.xlsx,ID MODALIDAD,Columna 'ID MODALIDAD' aparece en 2023 pero no en 2022,,
columna_nueva,primer_curso,2023,articles-421541_recurso.xlsx,MODALIDAD,Columna 'MODALIDAD' aparece en 2023 pero no en 2022,,
columna_nueva,primer_curso,2023,articles-421541_recurso.xlsx,IES PADRE,Columna 'IES PADRE' aparece en 2023 pero no en 2022,,
columna_nueva,primer_curso,2023,articles-421541_recurso.xlsx,CÓDIGO DEL MUNICIPIO IES,Columna 'CÓDIGO DEL MUNICIPIO IES' aparece en 2023 pero no en 2022,,
columna_nueva,primer_curso,2023,articles-421541_recurso.xlsx,ID ÁREA,Columna 'ID ÁREA' aparece en 2023 pero no en 2022,,
columna_nueva,primer_curso,2023,articles-421541_recurso.xlsx,ID CARÁCTER IES,Columna 'ID CARÁCTER IES' aparece en 2023 pero no en 2022,,
columna_eliminada,primer_curso,2023,articles-421541_recurso.xlsx,CÓDIGO DEL MUNICIPIO (IES),Columna 'CÓDIGO DEL MUNICIPIO (IES)' existía en 2022 pero desapareció en 2023,,
columna_eliminada,primer_curso,2023,articles-421541_recurso.xlsx,IES_PADRE,Columna 'IES_PADRE' existía en 2022 pero desapareció en 2023,,
columna_eliminada,primer_curso,2023,articles-421541_recurso.xlsx,ID METODOLOGÍA,Columna 'ID METODOLOGÍA' existía en 2022 pero desapareció en 2023,,
columna_eliminada,primer_curso,2023,articles-421541_recurso.xlsx,METODOLOGÍA,Columna 'METODOLOGÍA' existía en 2022 pero desapareció en 2023,,
columna_eliminada,primer_curso,2023,articles-421541_recurso.xlsx,CARACTER IES,Columna 'CARACTER IES' existía en 2022 pero desapareció en 2023,,
columna_eliminada,primer_curso,2023,articles-421541_recurso.xlsx,ID CARACTER,Columna 'ID CARACTER' existía en 2022 pero desapareció en 2023,,
columna_eliminada,primer_curso,2023,articles-421541_recurso.xlsx,PRINCIPAL O SECCIONAL,Columna 'PRINCIPAL O SECCIONAL' existía en 2022 pero desapareció en 2023,,
columna_eliminada,primer_curso,2023,articles-421541_recurso.xlsx,ID ÁREA DE CONOCIMIENTO,Columna 'ID ÁREA DE CONOCIMIENTO' existía en 2022 pero desapareció en 2023,,
posible_renombre,primer_curso,2023,articles-421541_recurso.xlsx,,Posible renombre: 'IES_PADRE' → 'IES PADRE',IES_PADRE,IES PADRE
columna_nueva,matriculados,2014,articles-391579_recurso.xlsx,Id_Sector,Columna 'Id_Sector' aparece en 2014 pero no en 2000,,
columna_nueva,matriculados,2014,articles-391579_recurso.xlsx,Género,Columna 'Género' aparece en 2014 pero no en 2000,,
columna_nueva,matriculados,2014,articles-391579_recurso.xlsx,Id Género,Columna 'Id Género' aparece en 2014 pero no en 2000,,
columna_nueva,matriculados,2014,articles-391579_recurso.xlsx,Id_Nivel_Formacion,Columna 'Id_Nivel_Formacion' aparece en 2014 pero no en 2000,,
columna_nueva,matriculados,2014,articles-391579_recurso.xlsx,Nivel Académico,Columna 'Nivel Académico' aparece en 2014 pero no en 2000,,
columna_nueva,matriculados,2014,articles-391579_recurso.xlsx,Metodología,Columna 'Metodología' aparece en 2014 pero no en 2000,,
columna_nueva,matriculados,2014,articles-391579_recurso.xlsx,Id_Area,Columna 'Id_Area' aparece en 2014 pero no en 2000,,
columna_nueva,matriculados,2014,articles-391579_recurso.xlsx,Id_Caracter,Columna 'Id_Caracter' aparece en 2014 pero no en 2000,,
columna_nueva,matriculados,2014,articles-391579_recurso.xlsx,Id_Metodologia,Columna 'Id_Metodologia' aparece en 2014 pero no en 2000,,
columna_nueva,matriculados,2014,articles-391579_recurso.xlsx,IES PADRE,Columna 'IES PADRE' aparece en 2014 pero no en 2000,,
columna_nueva,matriculados,2014,articles-391579_recurso.xlsx,Id_Nivel,Columna 'Id_Nivel' aparece en 2014 pero no en 2000,,
columna_nueva,matriculados,2014,articles-391579_recurso.xlsx,Id_Nucleo,Columna 'Id_Nucleo' aparece en 2014 pero no en 2000,,
columna_nueva,matriculados,2014,articles-391579_recurso.xlsx,Caracter IES,Columna 'Caracter IES' aparece en 2014 pero no en 2000,,
columna_eliminada,matriculados,2014,articles-391579_recurso.xlsx,Total 2000-2,Columna 'Total 2000-2' existía en 2000 pero desapareció en 2014,,
columna_eliminada,matriculados,2014,articles-391579_recurso.xlsx,Mujer 2000-2,Columna 'Mujer 2000-2' existía en 2000 pero desapareció en 2014,,
columna_eliminada,matriculados,2014,articles-391579_recurso.xlsx,Mujer 2001-1,Columna 'Mujer 2001-1' existía en 2000 pero desapareció en 2014,,
columna_eliminada,matriculados,2014,articles-391579_recurso.xlsx,Hombre 2000-1,Columna 'Hombre 2000-1' existía en 2000 pero desapareció en 2014,,
columna_eliminada,matriculados,2014,articles-391579_recurso.xlsx,Hombre 2001-1,Columna 'Hombre 2001-1' existía en 2000 pero desapareció en 2014,,
columna_eliminada,matriculados,2014,articles-391579_recurso.xlsx,Total 2001-1,Columna 'Total 2001-1' existía en 2000 pero desapareció en 2014,,
columna_eliminada,matriculados,2014,articles-391579_recurso.xlsx,Total 2000-1,Columna 'Total 2000-1' existía en 2000 pero desapareció en 2014,,
columna_eliminada,matriculados,2014,articles-391579_recurso.xlsx,Mujer 2001-2,Columna 'Mujer 2001-2' existía en 2000 pero desapareció en 2014,,
columna_eliminada,matriculados,2014,articles-391579_recurso.xlsx,Hombre 2000-2,Columna 'Hombre 2000-2' existía en 2000 pero desapareció en 2014,,
columna_eliminada,matriculados,2014,articles-391579_recurso.xlsx,Mujer 2000-1,Columna 'Mujer 2000-1' existía en 2000 pero desapareció en 2014,,
columna_eliminada,matriculados,2014,articles-391579_recurso.xlsx,Hombre 2001-2,Columna 'Hombre 2001-2' existía en 2000 pero desapareció en 2014,,
columna_eliminada,matriculados,2014,articles-391579_recurso.xlsx,Carácter IES,Columna 'Carácter IES' existía en 2000 pero desapareció en 2014,,
columna_eliminada,matriculados,2014,articles-391579_recurso.xlsx,Metodología  del programa,Columna 'Metodología  del programa' existía en 2000 pero desapareció en 2014,,
columna_nueva,matriculados,2016,articles-391577_recurso.xlsx,ID Nivel Académico,Columna 'ID Nivel Académico' aparece en 2016 pero no en 2015,,
columna_nueva,matriculados,2016,articles-391577_recurso.xlsx,ID Área,Columna 'ID Área' aparece en 2016 pero no en 2015,,
columna_nueva,matriculados,2016,articles-391577_recurso.xlsx,ID Nivel de Formación,Columna 'ID Nivel de Formación' aparece en 2016 pero no en 2015,,
columna_nueva,matriculados,2016,articles-391577_recurso.xlsx,ID Metodología,Columna 'ID Metodología' aparece en 2016 pero no en 2015,,
columna_nueva,matriculados,2016,articles-391577_recurso.xlsx,ID Sexo,Columna 'ID Sexo' aparece en 2016 pero no en 2015,,
columna_nueva,matriculados,2016,articles-391577_recurso.xlsx,Sexo,Columna 'Sexo' aparece en 2016 pero no en 2015,,
columna_nueva,matriculados,2016,articles-391577_recurso.xlsx,ID Caracter,Columna 'ID Caracter' aparece en 2016 pero no en 2015,,
columna_nueva,matriculados,2016,articles-391577_recurso.xlsx,ID Sector IES,Columna 'ID Sector IES' aparece en 2016 pero no en 2015,,
columna_eliminada,matriculados,2016,articles-391577_recurso.xlsx,Id_Sector,Columna 'Id_Sector' existía en 2015 pero desapareció en 2016,,
columna_eliminada,matriculados,2016,articles-391577_recurso.xlsx,Género,Columna 'Género' existía en 2015 pero desapareció en 2016,,
columna_eliminada,matriculados,2016,articles-391577_recurso.xlsx,Id Género,Columna 'Id Género' existía en 2015 pero desapareció en 2016,,
columna_eliminada,matriculados,2016,articles-391577_recurso.xlsx,Id_Nivel_Formacion,Columna 'Id_Nivel_Formacion' existía en 2015 pero desapareció en 2016,,
columna_eliminada,matriculados,2016,articles-391577_recurso.xlsx,Id_Area,Columna 'Id_Area' existía en 2015 pero desapareció en 2016,,
columna_eliminada,matriculados,2016,articles-391577_recurso.xlsx,Id_Caracter,Columna 'Id_Caracter' existía en 2015 pero desapareció en 2016,,
columna_eliminada,matriculados,2016,articles-391577_recurso.xlsx,Id_Metodologia,Columna 'Id_Metodologia' existía en 2015 pero desapareció en 2016,,
columna_eliminada,matriculados,2016,articles-391577_recurso.xlsx,Id_Nivel,Columna 'Id_Nivel' existía en 2015 pero desapareció en 2016,,
posible_renombre,matriculados,2016,articles-391577_recurso.xlsx,,Posible renombre: 'Id_Caracter' → 'ID Caracter',Id_Caracter,ID Caracter
columna_nueva,matriculados,2019,articles-401908_recurso.xlsx,SECTOR IES,Columna 'SECTOR IES' aparece en 2019 pero no en 2018,,
columna_nueva,matriculados,2019,articles-401908_recurso.xlsx,NIVEL DE FORMACIÓN,Columna 'NIVEL DE FORMACIÓN' aparece en 2019 pero no en 2018,,
columna_nueva,matriculados,2019,articles-401908_recurso.xlsx,CÓDIGO DEL MUNICIPIO,Columna 'CÓDIGO DEL MUNICIPIO' aparece en 2019 pero no en 2018,,
columna_nueva,matriculados,2019,articles-401908_recurso.xlsx,ID NÚCLEO,Columna 'ID NÚCLEO' aparece en 2019 pero no en 2018,,
columna_nueva,matriculados,2019,articles-401908_recurso.xlsx,DESC CINE CAMPO ESPECIFICO,Columna 'DESC CINE CAMPO ESPECIFICO' aparece en 2019 pero no en 2018,,
columna_nueva,matriculados,2019,articles-401908_recurso.xlsx,DESC CINE CODIGO DETALLADO,Columna 'DESC CINE CODIGO DETALLADO' aparece en 2019 pero no en 2018,,
columna_nueva,matriculados,2019,articles-401908_recurso.xlsx,ÁREA DE CONOCIMIENTO,Columna 'ÁREA DE CONOCIMIENTO' aparece en 2019 pero no en 2018,,
columna_nueva,matriculados,2019,articles-401908_recurso.xlsx,NIVEL ACADÉMICO,Columna 'NIVEL ACADÉMICO' aparece en 2019 pero no en 2018,,
columna_nueva,matriculados,2019,articles-401908_recurso.xlsx,DESC CINE CAMPO AMPLIO,Columna 'DESC CINE CAMPO AMPLIO' aparece en 2019 pero no en 2018,,
columna_nueva,matriculados,2019,articles-401908_recurso.xlsx,NÚCLEO BÁSICO DEL CONOCIMIENTO (NBC),Columna 'NÚCLEO BÁSICO DEL CONOCIMIENTO (NBC)' aparece en 2019 pero no en 2018,,
columna_nueva,matriculados,2019,articles-401908_recurso.xlsx,ID CINE CAMPO AMPLIO,Columna 'ID CINE CAMPO AMPLIO' aparece en 2019 pero no en 2018,,
columna_nueva,matriculados,2019,articles-401908_recurso.xlsx,CÓDIGO DE LA INSTITUCIÓN,Columna 'CÓDIGO DE LA INSTITUCIÓN' aparece en 2019 pero no en 2018,,
columna_nueva,matriculados,2019,articles-401908_recurso.xlsx,PROGRAMA ACADÉMICO,Columna 'PROGRAMA ACADÉMICO' aparece en 2019 pero no en 2018,,
columna_nueva,matriculados,2019,articles-401908_recurso.xlsx,METODOLOGÍA,Columna 'METODOLOGÍA' aparece en 2019 pero no en 2018,,
columna_nueva,matriculados,2019,articles-401908_recurso.xlsx,CÓDIGO DEL DEPARTAMENTO (IES),Columna 'CÓDIGO DEL DEPARTAMENTO (IES)' aparece en 2019 pero no en 2018,,
columna_nueva,matriculados,2019,articles-401908_recurso.xlsx,PRINCIPAL O SECCIONAL,Columna 'PRINCIPAL O SECCIONAL' aparece en 2019 pero no en 2018,,
columna_nueva,matriculados,2019,articles-401908_recurso.xlsx,CÓDIGO SNIES DEL PROGRAMA,Columna 'CÓDIGO SNIES DEL PROGRAMA' aparece en 2019 pero no en 2018,,
columna_nueva,matriculados,2019,articles-401908_recurso.xlsx,CARACTER IES,Columna 'CARACTER IES' aparece en 2019 pero no en 2018,,
columna_nueva,matriculados,2019,articles-401908_recurso.xlsx,MUNICIPIO DE DOMICILIO DE LA IES,Columna 'MUNICIPIO DE DOMICILIO DE LA IES' aparece en 2019 pero no en 2018,,
columna_nueva,matriculados,2019,articles-401908_recurso.xlsx,DEPARTAMENTO DE DOMICILIO DE LA IES,Columna 'DEPARTAMENTO DE DOMICILIO DE LA IES' aparece en 2019 pero no en 2018,,
columna_nueva,matriculados,2019,articles-401908_recurso.xlsx,IES_PADRE,Columna 'IES_PADRE' aparece en 2019 pero no en 2018,,
columna_nueva,matriculados,2019,articles-401908_recurso.xlsx,ID NIVEL ACADÉMICO,Columna 'ID NIVEL ACADÉMICO' aparece en 2019 pero no en 2018,,
columna_nueva,matriculados,2019,articles-401908_recurso.xlsx,ID SECTOR IES,Columna 'ID SECTOR IES' aparece en 2019 pero no en 2018,,
columna_nueva,matriculados,2019,articles-401908_recurso.xlsx,INSTITUCIÓN DE EDUCACIÓN SUPERIOR (IES),Columna 'INSTITUCIÓN DE EDUCACIÓN SUPERIOR (IES)' aparece en 2019 pero no en 2018,,
columna_nueva,matriculados,2019,articles-401908_recurso.xlsx,ID CARACTER,Columna 'ID CARACTER' aparece en 2019 pero no en 2018,,
columna_nueva,matriculados,2019,articles-401908_recurso.xlsx,ID CINE CAMPO ESPECIFICO,Columna 'ID CINE CAMPO ESPECIFICO' aparece en 2019 pero no en 2018,,
columna_nueva,matriculados,2019,articles-401908_recurso.xlsx,ID METODOLOGÍA,Columna 'ID METODOLOGÍA' aparece en 2019 pero no en 2018,,
columna_nueva,matriculados,2019,articles-401908_recurso.xlsx,ID ÁREA,Columna 'ID ÁREA' aparece en 2019 pero no en 2018,,
columna_nueva,matriculados,2019,articles-401908_recurso.xlsx,ID NIVEL DE FORMACIÓN,Columna 'ID NIVEL DE FORMACIÓN' aparece en 2019 pero no en 2018,,
columna_nueva,matriculados,2019,articles-401908_recurso.xlsx,ID CINE CODIGO DETALLADO,Columna 'ID CINE CODIGO DETALLADO' aparece en 2019 pero no en 2018,,
columna_eliminada,matriculados,2019,articles-401908_recurso.xlsx,Nivel Académico,Columna 'Nivel Académico' existía en 2018 pero desapareció en 2019,,
columna_eliminada,matriculados,2019,articles-401908_recurso.xlsx,Municipio de domicilio de la IES,Columna 'Municipio de domicilio de la IES' existía en 2018 pero desapareció en 2019,,
columna_eliminada,matriculados,2019,articles-401908_recurso.xlsx,Caracter IES,Columna 'Caracter IES' existía en 2018 pero desapareció en 2019,,
columna_eliminada,matriculados,2019,articles-401908_recurso.xlsx,Institución de Educación Superior (IES),Columna 'Institución de Educación Superior (IES)' existía en 2018 pero desapareció en 2019,,
columna_eliminada,matriculados,2019,articles-401908_recurso.xlsx,Código de  la Institución,Columna 'Código de  la Institución' existía en 2018 pero desapareció en 2019,,
columna_eliminada,matriculados,2019,articles-401908_recurso.xlsx,ID Área,Columna 'ID Área' existía en 2018 pero desapareció en 2019,,
columna_eliminada,matriculados,2019,articles-401908_recurso.xlsx,Departamento de  domicilio de la IES,Columna 'Departamento de  domicilio de la IES' existía en 2018 pero desapareció en 2019,,
columna_eliminada,matriculados,2019,articles-401908_recurso.xlsx,Sexo,Columna 'Sexo' existía en 2018 pero desapareció en 2019,,
columna_eliminada,matriculados,2019,articles-401908_recurso.xlsx,Municipio de oferta del programa,Columna 'Municipio de oferta del programa' existía en 2018 pero desapareció en 2019,,
columna_eliminada,matriculados,2019,articles-401908_recurso.xlsx,Código del  Municipio (Programa),Columna 'Código del  Municipio (Programa)' existía en 2018 pero desapareció en 2019,,
columna_eliminada,matriculados,2019,articles-401908_recurso.xlsx,Departamento de oferta del programa,Columna 'Departamento de oferta del programa' existía en 2018 pero desapareció en 2019,,
columna_eliminada,matriculados,2019,articles-401908_recurso.xlsx,Área de Conocimiento,Columna 'Área de Conocimiento' existía en 2018 pero desapareció en 2019,,
columna_eliminada,matriculados,2019,articles-401908_recurso.xlsx,Sector IES,Columna 'Sector IES' existía en 2018 pero desapareció en 2019,,
columna_eliminada,matriculados,2019,articles-401908_recurso.xlsx,Código  SNIES del programa,Columna 'Código  SNIES del programa' existía en 2018 pero desapareció en 2019,,
columna_eliminada,matriculados,2019,articles-401908_recurso.xlsx,Nivel de Formación,Columna 'Nivel de Formación' existía en 2018 pero desapareció en 2019,,
columna_eliminada,matriculados,2019,articles-401908_recurso.xlsx,Principal  o Seccional,Columna 'Principal  o Seccional' existía en 2018 pero desapareció en 2019,,
columna_eliminada,matriculados,2019,articles-401908_recurso.xlsx,ID Nivel de Formación,Columna 'ID Nivel de Formación' existía en 2018 pero desapareció en 2019,,
columna_eliminada,matriculados,2019,articles-401908_recurso.xlsx,ID Metodología,Columna 'ID Metodología' existía en 2018 pero desapareció en 2019,,
columna_eliminada,matriculados,2019,articles-401908_recurso.xlsx,IES PADRE,Columna 'IES PADRE' existía en 2018 pero desapareció en 2019,,
columna_eliminada,matriculados,2019,articles-401908_recurso.xlsx,Programa Académico,Columna 'Programa Académico' existía en 2018 pero desapareció en 2019,,
columna_eliminada,matriculados,2019,articles-401908_recurso.xlsx,Código del  departamento (IES),Columna 'Código del  departamento (IES)' existía en 2018 pero desapareció en 2019,,
columna_eliminada,matriculados,2019,articles-401908_recurso.xlsx,ID Nivel Académico,Columna 'ID Nivel Académico' existía en 2018 pero desapareció en 2019,,
columna_eliminada,matriculados,2019,articles-401908_recurso.xlsx,Código del  Departamento (Programa),Columna 'Código del  Departamento (Programa)' existía en 2018 pero desapareció en 2019,,
columna_eliminada,matriculados,2019,articles-401908_recurso.xlsx,Metodología,Columna 'Metodología' existía en 2018 pero desapareció en 2019,,
columna_eliminada,matriculados,2019,articles-401908_recurso.xlsx,Código del  Municipio (IES),Columna 'Código del  Municipio (IES)' existía en 2018 pero desapareció en 2019,,
columna_eliminada,matriculados,2019,articles-401908_recurso.xlsx,ID Sexo,Columna 'ID Sexo' existía en 2018 pero desapareció en 2019,,
columna_eliminada,matriculados,2019,articles-401908_recurso.xlsx,Id_Nucleo,Columna 'Id_Nucleo' existía en 2018 pero desapareció en 2019,,
columna_eliminada,matriculados,2019,articles-401908_recurso.xlsx,ID Caracter,Columna 'ID Caracter' existía en 2018 pero desapareció en 2019,,
columna_eliminada,matriculados,2019,articles-401908_recurso.xlsx,ID Sector IES,Columna 'ID Sector IES' existía en 2018 pero desapareció en 2019,,
columna_eliminada,matriculados,2019,articles-401908_recurso.xlsx,Núcleo Básico del Conocimiento (NBC),Columna 'Núcleo Básico del Conocimiento (NBC)' existía en 2018 pero desapareció en 2019,,
posible_renombre,matriculados,2019,articles-401908_recurso.xlsx,,Posible renombre: 'Nivel Académico' → 'NIVEL ACADÉMICO',Nivel Académico,NIVEL ACADÉMICO
posible_renombre,matriculados,2019,articles-401908_recurso.xlsx,,Posible renombre: 'Municipio de domicilio de la IES' → 'MUNICIPIO DE DOMICILIO DE LA IES',Municipio de domicilio de la IES,MUNICIPIO DE DOMICILIO DE LA IES
posible_renombre,matriculados,2019,articles-401908_recurso.xlsx,,Posible renombre: 'Caracter IES' → 'CARACTER IES',Caracter IES,CARACTER IES
posible_renombre,matriculados,2019,articles-401908_recurso.xlsx,,Posible renombre: 'Código de  la Institución' → 'CÓDIGO DE LA INSTITUCIÓN',Código de  la Institución,CÓDIGO DE LA INSTITUCIÓN
posible_renombre,matriculados,2019,articles-401908_recurso.xlsx,,Posible renombre: 'ID Área' → 'ID ÁREA',ID Área,ID ÁREA
posible_renombre,matriculados,2019,articles-401908_recurso.xlsx,,Posible renombre: 'Departamento de  domicilio de la IES' → 'DEPARTAMENTO DE DOMICILIO DE LA IES',Departamento de  domicilio de la IES,DEPARTAMENTO DE DOMICILIO DE LA IES
posible_renombre,matriculados,2019,articles-401908_recurso.xlsx,,Posible renombre: 'ID Sector IES' → 'ID SECTOR IES',ID Sector IES,ID SECTOR IES
posible_renombre,matriculados,2019,articles-401908_recurso.xlsx,,Posible renombre: 'Área de Conocimiento' → 'ÁREA DE CONOCIMIENTO',Área de Conocimiento,ÁREA DE CONOCIMIENTO
posible_renombre,matriculados,2019,articles-401908_recurso.xlsx,,Posible renombre: 'Código  SNIES del programa' → 'CÓDIGO SNIES DEL PROGRAMA',Código  SNIES del programa,CÓDIGO SNIES DEL PROGRAMA
posible_renombre,matriculados,2019,articles-401908_recurso.xlsx,,Posible renombre: 'Nivel de Formación' → 'NIVEL DE FORMACIÓN',Nivel de Formación,NIVEL DE FORMACIÓN
posible_renombre,matriculados,2019,articles-401908_recurso.xlsx,,Posible renombre: 'Principal  o Seccional' → 'PRINCIPAL O SECCIONAL',Principal  o Seccional,PRINCIPAL O SECCIONAL
posible_renombre,matriculados,2019,articles-401908_recurso.xlsx,,Posible renombre: 'ID Nivel de Formación' → 'ID NIVEL DE FORMACIÓN',ID Nivel de Formación,ID NIVEL DE FORMACIÓN
posible_renombre,matriculados,2019,articles-401908_recurso.xlsx,,Posible renombre: 'ID Metodología' → 'ID METODOLOGÍA',ID Metodología,ID METODOLOGÍA
posible_renombre,matriculados,2019,articles-401908_recurso.xlsx,,Posible renombre: 'IES PADRE' → 'IES_PADRE',IES PADRE,IES_PADRE
posible_renombre,matriculados,2019,articles-401908_recurso.xlsx,,Posible renombre: 'Programa Académico' → 'PROGRAMA ACADÉMICO',Programa Académico,PROGRAMA ACADÉMICO
posible_renombre,matriculados,2019,articles-401908_recurso.xlsx,,Posible renombre: 'Código del  departamento (IES)' → 'CÓDIGO DEL DEPARTAMENTO (IES)',Código del  departamento (IES),CÓDIGO DEL DEPARTAMENTO (IES)
posible_renombre,matriculados,2019,articles-401908_recurso.xlsx,,Posible renombre: 'ID Nivel Académico' → 'ID NIVEL ACADÉMICO',ID Nivel Académico,ID NIVEL ACADÉMICO
posible_renombre,matriculados,2019,articles-401908_recurso.xlsx,,Posible renombre: 'Metodología' → 'METODOLOGÍA',Metodología,METODOLOGÍA
posible_renombre,matriculados,2019,articles-401908_recurso.xlsx,,Posible renombre: 'Núcleo Básico del Conocimiento (NBC)' → 'NÚCLEO BÁSICO DEL CONOCIMIENTO (NBC)',Núcleo Básico del Conocimiento (NBC),NÚCLEO BÁSICO DEL CONOCIMIENTO (NBC)
posible_renombre,matriculados,2019,articles-401908_recurso.xlsx,,Posible renombre: 'ID Caracter' → 'ID CARACTER',ID Caracter,ID CARACTER
posible_renombre,matriculados,2019,articles-401908_recurso.xlsx,,Posible renombre: 'Sector IES' → 'SECTOR IES',Sector IES,SECTOR IES
posible_renombre,matriculados,2019,articles-401908_recurso.xlsx,,Posible renombre: 'Institución de Educación Superior (IES)' → 'INSTITUCIÓN DE EDUCACIÓN SUPERIOR (IES)',Institución de Educación Superior (IES),INSTITUCIÓN DE EDUCACIÓN SUPERIOR (IES)
columna_nueva,matriculados,2020,articles-406671_recurso.xlsx,CÓDIGO DEL MUNICIPIO (IES),Columna 'CÓDIGO DEL MUNICIPIO (IES)' aparece en 2020 pero no en 2019,,
columna_nueva,matriculados,2020,articles-406671_recurso.xlsx,ID ÁREA DE CONOCIMIENTO,Columna 'ID ÁREA DE CONOCIMIENTO' aparece en 2020 pero no en 2019,,
columna_eliminada,matriculados,2020,articles-406671_recurso.xlsx,CÓDIGO DEL MUNICIPIO,Columna 'CÓDIGO DEL MUNICIPIO' existía en 2019 pero desapareció en 2020,,
columna_eliminada,matriculados,2020,articles-406671_recurso.xlsx,ID ÁREA,Columna 'ID ÁREA' existía en 2019 pero desapareció en 2020,,
columna_nueva,matriculados,2021,articles-411252_recurso.xlsx,IES ACREDITADA,Columna 'IES ACREDITADA' aparece en 2021 pero no en 2020,,
columna_nueva,matriculados,2021,articles-411252_recurso.xlsx,PROGRAMA ACREDITADO,Columna 'PROGRAMA ACREDITADO' aparece en 2021 pero no en 2020,,
columna_eliminada,matriculados,2021,articles-411252_recurso.xlsx,DESC CINE CODIGO DETALLADO,Columna 'DESC CINE CODIGO DETALLADO' existía en 2020 pero desapareció en 2021,,
